1047,726
1406,830
2190,1317
1816,943
2298,966
2154,416
2282,1457
1776,899
1201,149
2086,435
2301,2075
2181,76
1263,1122
1513,598
928,183
2284,350
2075,70
220,90
2287,1071
2282,1215
2154,1015
649,402
1509,1493
2022,1031
1663,1538
1920,1862
783,141
1038,726
301,80
2220,1069
843,705
2253,966
2317,119
1820,1666
2275,1457
1016,383
2220,1332
2282,2075
1926,741
2263,350
2047,1031
2326,1324
2310,100
755,649
2038,943
2244,966
2045,597
1815,1666
1689,1469
910,102
993,383
1432,1348
1920,601
1187,149
2203,76
1545,47
1265,1122
910,183
2190,884
2253,1333
1987,1806
763,402
2310,2301
1501,935
1067,151
1938,1862
1154,277
2333,1324
1510,1039
2290,2203
2159,1012
1928,1091
861,705
627,331
2038,597
2261,1457
1666,1469
1673,546
1751,694
1126,827
1718,1528
1311,899
1987,1003
1431,1348
2225,219
2279,220
903,183
1926,799
2242,1071
619,266
2129,1015
1496,942
1994,1806
2229,2000
1069,686
1056,151
2316,1643
2267,1955
1519,1039
2282,1317
2150,1012
1264,898
1549,642
1148,360
2215,887
2254,1457
1742,694
1741,1528
532,412
2159,2010
1386,52
1101,149
766,464
487,47
2085,748
636,183
1504,1219
1993,99
926,436
1451,935
1303,783
1196,277
1815,1501
2310,876
1788,1469
1729,694
1640,798
1732,1528
1509,1348
1012,446
1979,601
1666,1445
2288,76
801,657
888,384
1945,874
2171,1991
2256,1071
740,402
931,373
1776,1686
1440,935
745,284
1308,783
1174,28
1816,1501
2317,876
1204,830
2002,943
1772,1746
2305,1439
2197,887
491,315
1159,950
1338,899
1023,446
1956,601
2220,219
748,464
2175,1332
1907,1641
1994,1589
2212,1215
2228,1015
254,196
916,373
720,284
1317,783
1427,1148
1181,28
709,141
1886,277
1793,1501
2253,1317
359,80
2171,865
1331,899
2253,1066
1454,598
511,312
2057,1991
1987,1589
1900,1232
696,452
1846,1806
958,187
1724,1538
1762,1686
955,436
1422,935
1148,151
2228,347
1667,846
2316,1204
366,80
906,705
2226,966
1201,950
1700,546
827,383
1129,149
1651,328
2253,76
2085,2075
1039,951
1444,577
598,266
935,187
1415,935
1504,1497
2225,1012
1071,898
2322,437
1858,1581
549,331
2181,966
2305,1159
1666,1321
1727,546
1497,1348
1523,224
2123,219
1870,1641
1432,598
804,384
1594,99
1469,577
1829,232
2203,1015
1115,686
2256,1317
2216,1012
712,570
2301,1069
1651,642
2315,437
1867,1581
1187,950
1718,546
2085,2010
1340,52
465,47
2143,748
2092,1991
2315,879
2195,1056
1856,955
1457,1271
1968,726
2215,1012
2181,620
323,80
620,177
2212,1199
134,75
436,315
2317,1457
1729,546
1807,694
1446,798
1367,899
2092,2010
798,383
1036,149
2195,1196
2058,1332
1736,1445
422,47
2150,748
575,183
2185,350
1998,799
1718,1529
2085,1991
2228,70
97,90
1810,1806
2215,623
898,187
873,373
1446,1271
1366,783
845,649
1032,898
2188,620
942,705
2310,1457
1047,827
2054,1867
2150,219
1029,149
2049,1332
1729,1445
2097,76
1833,1641
1149,598
2157,748
402,312
2039,799
2059,422
2195,1071
549,402
1148,686
1209,674
1841,1686
1635,935
1846,955
1445,1148
755,141
1954,726
2203,620
1622,1091
935,705
1067,360
713,331
2260,887
2019,601
2159,219
2104,1332
2104,76
1457,1219
2050,422
1900,1806
2229,623
1762,1538
1159,686
859,373
1926,1296
657,284
1380,783
326,318
1941,726
2210,620
748,570
1279,950
1840,694
1029,827
2057,2010
2057,1651
2175,2075
445,47
1851,1641
546,183
1640,1031
1827,1686
1421,1271
1093,28
1635,943
1303,570
471,41
1392,1120
2242,887
865,274
108,68
1266,827
2288,2010
2054,1651
1064,149
798,384
1230,951
1351,1219
1907,874
1979,1396
2092,422
1780,1538
1818,1686
1837,955
647,284
1807,277
1664,100
2290,1012
406,80
2117,1309
1415,1120
1040,360
740,331
1016,916
123,68
1340,1263
1569,1528
1686,127
2175,1651
1332,224
2058,219
2085,1332
2087,422
2175,1071
633,402
1743,1538
879,187
830,373
1469,851
1631,935
1818,955
2328,1114
2154,1778
1403,783
1695,100
1127,898
851,274
1285,1263
1248,827
872,383
1590,1445
400,47
532,321
2320,1181
1560,799
2110,422
2287,1991
1666,1232
745,266
2103,2000
1811,196
1187,686
2149,1778
1849,277
1900,1501
2117,1955
1686,100
2272,1012
1998,1417
980,705
1912,1746
1006,916
2197,1439
1806,546
1549,1172
2104,1867
1346,224
2104,219
1823,1641
2215,748
1324,815
1415,27
1859,1815
1537,799
2097,422
619,402
2110,2000
1581,935
636,284
1417,783
1535,1148
1896,726
2007,1417
2253,620
1339,570
2228,437
1560,1091
676,177
1907,1746
643,331
334,75
1238,827
366,47
943,657
1912,1815
1403,1219
1590,799
2301,1991
766,49
763,266
801,373
1438,783
1510,1148
1040,28
1034,830
2260,620
2075,222
648,331
2086,966
2212,1736
956,274
1444,899
1406,1348
2131,1651
1533,149
1561,1445
2229,748
2315,1181
1599,799
2225,310
1827,1538
794,373
1907,1317
2317,1012
2275,620
2154,1309
2038,1581
2050,222
657,331
2267,1736
1496,798
1469,899
1544,643
2263,1867
597,464
1554,1445
741,183
1622,99
2097,174
2216,310
1707,1031
2250,392
1017,926
2005,277
1869,726
1060,830
2282,620
480,80
2154,164
2054,301
1457,1120
1640,281
2053,887
942,274
1826,546
1643,1528
2225,2010
570,102
1537,643
1519,149
2149,291
1643,1445
1987,1641
2232,1886
2157,422
2104,174
2242,623
1772,955
1545,935
1283,1148
1037,28
1998,277
1846,1023
1729,100
471,80
2192,437
1154,597
1003,211
1210,827
2033,2019
1475,899
2232,2010
511,342
1504,149
1945,1248
1311,1219
1339,577
2110,1071
2333,1015
1721,1031
1874,1686
1290,1148
478,80
1589,1091
1993,1581
1870,1746
2223,1439
2282,751
2240,1736
435,68
1348,1263
2244,865
1187,827
1496,899
1724,1003
1969,1834
2005,1641
2110,1077
2263,1181
2175,422
500,90
1332,577
2253,310
2322,1015
2256,623
1742,1031
2066,1290
534,527
2019,28
1751,100
1846,726
2002,1581
693,331
943,916
2260,1439
2295,1736
1608,1469
1871,546
1342,480
2220,1651
2317,1196
2014,1641
705,183
620,321
2175,884
2103,1077
2205,1886
1588,1529
511,90
2244,310
798,452
1772,935
1336,1148
2033,277
1833,726
1987,642
1501,1120
1015,25
898,274
1969,1469
1862,546
726,102
1708,52
1573,643
1987,1834
1912,601
2287,748
1979,1815
1816,1396
1597,1529
2185,422
1667,99
1248,373
1975,1686
2205,392
2260,1778
1319,1148
1810,1023
2053,164
2010,642
2242,1439
1182,827
745,102
1586,643
475,342
1994,1834
2185,1867
943,464
1968,1641
2250,1181
2159,174
2157,2000
2103,623
1786,935
1510,783
2159,1290
1788,100
1386,570
1444,360
1826,1746
1012,274
1896,546
596,517
1440,1263
2232,865
1532,899
1594,127
1921,76
676,183
1806,1396
2203,422
472,90
1968,196
1545,851
1779,935
2333,1928
2215,33
1991,28
1940,277
1810,726
1811,1807
1969,1417
2091,620
2117,301
1575,281
2253,1159
1940,1469
2190,2010
2012,1834
273,190
1454,149
1928,76
1137,232
2310,1311
1736,935
2087,1609
1372,1148
1998,28
532,141
2220,1635
1538,100
2126,301
2267,1309
301,75
2058,1736
998,274
1689,1172
1909,827
1026,899
2212,1867
113,86
1943,76
2010,1248
458,90
796,266
1926,196
1869,1538
1599,851
1729,935
1684,955
2280,1778
1926,277
1561,100
1016,649
2328,2283
1417,360
1137,916
314,75
900,25
2049,1736
2267,1159
1608,1321
1909,546
1394,798
1622,643
1368,149
2058,291
1460,1445
274,47
1940,1641
1342,951
2263,36
1667,874
2198,1181
1546,1529
1788,99
437,90
2066,310
832,452
1750,935
2275,1778
1015,284
1026,783
1394,1148
2226,1635
1983,277
2030,1317
1422,570
2136,301
1267,597
2104,1736
2002,694
1040,899
1732,1003
2287,1651
266,190
1361,149
2051,291
2310,435
1225,598
1667,799
1940,196
2310,1031
2045,1686
2215,392
1674,955
1022,284
1401,1148
1900,1023
2250,1308
1729,943
2209,301
1501,1401
950,25
1065,899
2048,1834
1741,1003
90,86
2028,76
224,47
1324,951
1253,1219
2254,422
1643,493
480,402
196,187
1700,935
1651,955
2197,1778
1040,783
1750,943
2099,1061
2279,1309
2099,437
2053,1439
2086,1736
570,274
1881,827
2059,1834
233,47
2144,1077
2185,1181
2220,174
475,402
205,187
2031,1686
1945,28
620,527
1954,277
2232,1308
1639,1417
2052,1061
2019,1746
2045,281
2058,1439
565,274
2039,694
1862,827
1667,542
779,535
1396,149
254,47
359,183
2226,1181
843,266
2022,1686
1736,851
2183,1778
1174,1148
1920,28
1979,1690
1994,1317
2215,1308
2260,164
2010,1746
2022,281
1686,1485
1871,827
500,412
1667,643
1886,1867
1513,1445
2007,1529
384,90
1729,851
1676,426
2287,1635
1031,21
1987,1317
2275,164
2005,1746
2031,281
1695,1485
2123,1736
551,274
2012,1469
1101,899
1537,52
1688,643
637,342
1643,127
1382,149
2000,76
1394,253
705,657
2123,1077
2220,1181
2282,422
2136,310
861,266
452,402
2000,1686
1664,935
1562,1400
1687,426
1156,1148
643,527
2004,1317
2197,1308
1538,1417
2159,1061
2298,164
2198,301
2283,46
1337,597
835,25
1970,546
1114,899
1900,1867
1616,127
1732,601
1311,149
2015,76
2192,36
2133,1181
2301,422
2131,310
2014,196
1925,1538
1894,686
1140,373
1689,935
2328,2144
1203,1148
2301,1635
2144,1061
2048,437
1616,1581
1991,1746
2267,2158
1998,1469
567,517
1834,827
1909,1867
331,190
1296,149
2242,291
323,183
755,657
2223,36
2229,1077
1332,99
943,266
1569,493
2005,196
1948,1538
2298,1928
2203,1290
1210,1148
1066,21
2092,1204
966,830
1664,943
2272,301
1945,1321
1988,546
2267,1032
2215,160
1492,1263
1811,827
1128,899
860,535
2267,291
748,657
1807,422
950,266
1943,1538
1126,373
1599,1400
2154,985
1185,1148
1987,742
503,141
1640,277
1940,1023
575,134
2267,1204
1599,1317
2183,164
2015,546
705,517
1816,827
2330,2010
1573,52
1724,643
853,535
2256,291
801,464
168,47
1912,598
741,657
2212,1957
2215,1077
1230,1140
1006,452
2280,1928
1590,1400
2195,985
2010,742
2123,1061
2290,301
2223,1309
2006,546
2229,160
1793,827
2012,52
2250,1970
177,47
1907,598
1501,951
342,90
726,577
1221,1140
2159,310
1586,196
2041,1538
1909,935
1568,955
916,284
692,527
2305,1034
1562,277
1545,1317
2144,1308
1941,1807
2197,164
1415,478
1724,1581
1037,916
422,75
1806,827
437,412
2316,2010
1643,1003
835,535
799,464
134,47
751,577
1267,232
2150,310
1549,493
1545,196
1941,686
1664,851
899,284
1741,426
2110,33
1851,1497
1998,200
1941,1590
2240,1204
2019,1690
1538,1317
2133,1061
2133,437
220,41
2171,1439
1351,597
2116,1159
2045,1321
1811,1469
2039,827
247,86
2310,219
1317,149
1721,851
1859,935
1279,1271
2232,1954
2103,33
1221,1148
1540,277
1029,570
2261,301
2171,1837
1267,916
2144,1439
1998,1734
565,342
2228,291
2086,1827
1816,76
1006,559
1826,422
1406,99
2048,33
2038,742
2330,1034
1597,277
1938,100
1036,570
2215,1061
1687,1581
779,25
598,274
373,68
2129,160
1432,127
1751,149
1501,328
832,312
503,384
1708,1396
314,90
897,49
1004,266
1641,1400
888,284
2250,1954
1829,28
720,527
1590,277
2012,1690
1969,1807
2103,411
2232,1061
1688,1581
745,705
1386,597
577,274
1029,546
2002,827
1858,1285
1195,899
551,342
435,190
1736,149
2054,1181
1290,799
1868,422
1015,266
1969,686
1061,373
1549,955
1920,742
2007,1023
1969,1590
636,134
1991,1690
2225,1061
1604,1401
829,25
2195,1032
211,86
916,535
1729,149
2195,291
1909,76
107,47
676,657
2174,36
2316,1037
1912,1248
1746,1396
1022,266
1054,373
500,397
2333,273
1568,277
1998,1690
2085,411
253,80
402,177
763,705
600,75
705,211
1909,1594
1047,546
1984,827
1900,1285
1209,899
2003,1867
2059,1970
1535,127
1115,224
1786,149
1840,598
832,366
1332,321
1336,799
1900,1529
1886,422
1987,686
1047,373
1844,935
2267,985
1938,742
898,318
1955,1590
1608,1317
2216,1837
756,705
1230,916
766,211
1805,643
2050,1970
1616,601
1779,149
2158,883
2256,1077
1686,1248
2009,1987
1204,232
1994,686
1032,373
2228,863
1859,851
1805,935
1746,277
2010,1590
235,80
2225,1837
2328,1309
1336,1091
1732,1581
1081,546
2232,1032
1127,694
1230,798
1651,542
2328,1826
1129,224
955,535
2280,1827
1874,76
1736,1641
1896,422
2006,1987
1912,851
956,318
1603,726
2232,1204
1664,1417
2250,860
100,41
2310,966
748,211
2223,1032
2059,160
1983,827
1881,76
1813,598
778,312
2066,36
2242,1077
2091,1181
2031,1987
1742,1060
778,527
935,318
1988,1590
2333,301
1337,478
1823,281
741,211
693,517
1969,52
2228,1834
2039,1867
1686,149
92,47
2149,1509
2031,686
2232,1744
2059,1954
942,318
1941,1497
1538,1064
1581,726
2047,1590
192,80
1140,570
2303,1061
2171,46
2045,1987
1333,1232
1987,1493
2038,686
2223,1744
2050,1954
2129,33
373,141
2038,1590
2175,411
2288,1061
2087,860
2205,1837
2047,1297
2315,1829
689,360
1841,281
1844,1201
1066,798
1631,542
1925,1867
1431,1003
1987,434
2129,1970
1664,149
1718,76
435,183
2111,36
1394,799
1826,1529
2111,1608
2154,1928
1242,783
801,527
1700,1417
1126,570
1859,1762
1263,1120
1493,1091
1970,1594
752,274
2232,991
2103,160
1210,694
1837,1201
726,342
1342,127
1721,149
1951,422
596,577
